source,target,weight
6874750,1039656,1
7038385,3318519,1
2454265,3258565,1
5657917,1521658,1
5516340,5472425,1
866461,1521658,1
7079767,4907296,1
6622716,6107991,1
6622716,966952,1
906204,4401917,1
7385589,5390687,1
7385589,7018904,1
7385589,2293617,1
3773178,2179645,1
3773178,2674971,1
5017458,1521658,1
5764005,3373393,1
4244015,5478643,1
7253639,5237118,1
4517246,2329291,1
1922787,1521658,1
6783549,2674971,1
6783549,4699081,1
2290985,6448658,1
4313513,5802953,1
2568254,1817102,1
3498355,1220847,1
1324795,1521658,1
3694712,7193085,1
2333020,6468513,1
5952498,1521658,1
434676,5396848,1
5264747,61061,1
3620682,776824,1
2354746,2617577,1
592212,3952339,1
1307420,6468513,1
4086268,1457542,1
2191148,6468513,1
1170390,3872041,1
4379554,5766757,1
4455178,1115136,1
4455178,6448658,1
4455178,1795834,1
4455178,195572,1
1797281,886289,1
2414219,1521658,1
1065295,1521658,1
2831532,1521658,1
7326371,6377616,1
4332597,908357,1
4332597,6076004,1
1657869,1961246,1
6278436,3099616,1
4516013,6195651,1
4516013,1039656,1
840428,4907296,1
1857032,1521658,1
1324109,6029987,1
395198,1521658,1
4743703,7379159,1
4743703,1161689,1
4743703,468455,1
4211223,2520868,1
5314437,2329291,1
3186326,4267928,1
3186326,2790210,1
3186326,4973041,1
3186326,2811659,1
3186326,7170514,2
3186326,3860696,1
3186326,6088768,1
3186326,1134722,1
4955204,1521658,1
4967029,6468513,1
4803270,1521658,1
4025542,1521658,1
594388,6468513,1
2640305,1220847,1
470495,1521658,1
3317759,1521658,1
3317759,6069979,1
6185068,1521658,1
1843877,1083095,1
2008130,1521658,1
1570396,5149504,1
7263643,1521658,1
3732806,2040845,1
6643740,1521658,1
5217563,1521658,1
6080302,6468513,1
6630326,92530,1
4293027,7067694,1
2138504,3501346,1
4171432,6544276,1
7140822,886289,1
698240,7170514,1
3903028,5324547,1
2783086,2510797,1
2783086,1346119,1
6007338,5581835,1
5583922,2414077,1
5898802,4323687,4
5898802,4910822,1
5898802,432916,1
5898802,921997,1
2397204,1220847,1
2158341,1679882,1
6501533,3099616,1
3674418,4617208,1
7011565,1521658,1
7034851,4452270,1
4420836,4309334,1
5525232,6542398,1
5415460,5581835,1
2793572,6448658,1
763765,886289,1
3241860,1521658,1
3241860,1039656,1
6246307,213710,1
6246307,1651888,1
6246307,6964187,1
6246307,2513710,1
6246307,328283,1
6246307,2790210,1
6246307,3108482,6
6246307,2388482,1
6246307,4938733,1
6246307,118671,1
6246307,4645949,3
6246307,2085114,3
6246307,3483500,2
6246307,7095958,1
6246307,541807,1
6246307,2270299,1
6246307,95216,1
6246307,5983433,1
6246307,1134722,1
6246307,894388,4
6246307,6949890,1
4743356,1521658,1
7211373,470392,1
7211373,1521658,1
5627719,6368016,1
5627719,3685061,1
5627719,4662420,1
5627719,2967847,1
4380510,5819030,1
4221217,2995834,1
6294233,1521658,1
5388638,7001891,1
6624289,1521658,1
2485599,3276427,1
2485599,3764835,1
4344995,2329291,1
734681,1521658,1
2090394,6115409,1
2090394,6176147,1
7158685,243147,1
7063861,7357447,1
1067510,3872041,1
4213380,886289,1
6484718,1319862,2
6484718,5799394,1
6484718,1840213,1
6484718,5867232,1
1987441,1319862,1
1987441,2380669,1
4930878,6954049,1
7066913,2380669,1
3963007,1521658,1
3393934,1521658,1
2542212,6468513,1
514511,4907296,1
4463031,5207819,1
4463031,6134426,1
3199677,1521658,1
6879039,829786,1
4391231,1521658,1
4104681,4104681,1
4104681,4720947,1
2278336,1521658,1
6133381,5574791,1
6286197,204598,1
5631760,1521658,1
534178,1220847,1
2118478,2380669,1
2434246,4435790,1
2645217,1611369,1
6127097,886289,1
5592565,7170514,1
261161,473204,1
3688627,4573873,1
7208024,2329291,1
3218909,7207032,1
5960848,4515455,1
2696188,7363210,1
6421197,7257797,1
2262374,7211089,1
1761055,2085114,1
